PRODUCT_ID;REAL_LINES;VOLUME;FREQUENCY
1952;14;138000;0.811538462
1953;14;477000;0.915384615
17955;4;3072;0.411538462
20857;7;5652738;0.307692308
20862;9;3150000;0.426923077
20866;8;6633081;0.342307692
20871;9;5519690;0.565384615
24018;7;3969000;0.396153846
26582;12;7657000;2.223076923
38249;18;8103375;0.996153846
40351;5;702000;0.492307692
40643;33;5100000;2.638461538
40644;6;4545750;0.5
47935;7;285000;0.396153846
47936;3;780000;0.419230769
49766;9;395250;0.507692308
50968;10;3200;1.080769231
51343;15;6656000;0.865384615
51731;7;528000;0.565384615
58146;9;432000;0.453846154
58531;15;780800;0.707692308
60208;18;128000;1.276923077
60459;20;23120;1.369230769
60579;322;2193750;18.18461538
62187;4;360000;0.330769231
62192;7;539100;0.419230769
202341;18;1463000;1.546153846
202342;25;1309000;1.480769231
202343;16;1215000;1.142307692
202344;5;1809500;0.803846154
202345;4;1645000;0.565384615
202928;46;26366250;4.015384615
203852;11;6561555;0.6
203854;13;6400000;0.669230769
203856;6;6615000;0.696153846
203857;29;10350000;1.830769231
203858;14;6480000;0.888461538
203859;29;10080000;1.996153846
203860;7;6399000;0.484615385
203864;9;4080000;1.153846154
203982;20;17301000;1.215384615
206499;17;324000;0.992307692
206500;13;476100;0.85
206502;17;315000;0.776923077
206503;22;476100;1.457692308
211974;8;15264000;0.442307692
211981;12;60000;0.834615385
213950;523;176000;31.97307692
216360;7;480000;0.376923077
216361;4;588240;0.476923077
216362;4;1043460;0.473076923
216363;5;1054080;0.280769231
216364;7;1117854;0.246153846
216435;16;607750;1.161538462
216437;4;480000;0.373076923
216703;55;531250;2.85
216704;21;531250;1.288461538
216705;12;1179750;0.642307692
219557;10;1364496;0.496153846
220929;15;1666000;1.742307692
224119;15;686000;1.176923077
225386;90;1102500;5.861538462
226976;37;156000;1.95
228342;11;2950750;0.95
229138;296;384420;16.56153846
230515;11;1400560;0.980769231
230516;22;1822500;1.215384615
230517;11;3099600;1.546153846
230518;7;1435000;0.619230769
230519;14;1374416;0.980769231
230604;6;3649800;0.426923077
232244;5;46875;0.353846154
234430;10;1809500;0.488461538
236120;250;24000;19.89230769
236121;6;12000;0.353846154
236122;6;150000;0.592307692
237311;30;2140000;1.611538462
237330;11;264000;0.457692308
237331;7;264000;0.434615385
237344;11;760500;0.5
237345;5;629176;0.430769231
238159;14;1423520;1.188461538
238727;14;43920;0.553846154
238821;8;8379000;0.461538462
238822;9;882000;0.461538462
243740;8;755568;0.476923077
243742;4;2160000;0.303846154
243743;7;862500;0.584615385
243744;18;1453683;1.161538462
247952;6;518400;0.342307692
251705;12;2150469;0.476923077
251830;15;186702;1.161538462
251834;26;1440000;1.592307692
256312;16;1202940;0.9
259768;248;3176250;14.40769231
260347;22;1392020;1.865384615
260348;11;1360544;0.946153846
260349;34;1377585;1.915384615
260350;36;1846845;2.673076923
260351;23;1839292;1.303846154
260352;23;1846845;1.607692308
260353;16;1903356;1.023076923
260354;19;1423520;1.565384615
260355;22;1403184;1.376923077
260356;14;1411000;0.919230769
260367;11;2749500;0.476923077
263437;13;81250;0.576923077
263439;6;78125;0.261538462
273118;7;500500;1.003846154
273124;8;15330000;1.1
273126;13;12390000;1.084615385
273384;15;4144000;0.623076923
273386;12;5106080;0.423076923
274086;8;4824000;0.603846154
274087;7;6440000;0.461538462
274946;27;1020000;1.184615385
274947;12;1122000;0.876923077
274948;12;998250;0.969230769
274949;15;1017600;0.707692308
281862;4;143585;0.711538462
282140;13;735000;0.788461538
282188;7;10000;0.984615385
282286;17;400400;0.784615385
282287;14;1422000;0.876923077
282288;7;376992;0.569230769
282289;12;1440000;0.626923077
282291;6;388542;0.376923077
282299;256;434600;15.10384615
282301;210;424000;12.39230769
282302;52;274176;4.938461538
282306;19;400000;2.030769231
282309;24;600000;1.688461538
282311;86;1080000;5.684615385
282341;38;312500;2.676923077
283506;7;528000;0.334615385
283507;207;15834000;12.03846154
283512;11;480000;0.726923077
284260;9;9600000;0.923076923
284511;7;2500000;0.834615385
284814;6;4522000;0.403846154
284978;19;2500400;1.361538462
285494;6;24500;0.407692308
285709;31;1904000;2.911538462
285710;11;2240000;0.576923077
285712;8;5040000;0.565384615
285713;15;5950000;2.692307692
285714;6;4836000;0.538461538
285718;20;540000;1.003846154
285720;15;3795000;1.784615385
285721;10;4800000;0.607692308
285724;8;3447968;0.315384615
286101;10;4158000;0.542307692
286794;14;112500;1.507692308
286799;20;4368000;0.907692308
286800;42;4244520;2.330769231
286802;28;5360000;1.503846154
288312;54;1320000;3.365384615
288313;14;2886000;1.069230769
290014;8;1008320;0.373076923
290067;4;1998000;0.546153846
290068;4;2042400;0.503846154
302754;29;512000;1.626923077
304115;2;1602540;0.338461538
304134;5;805500;0.4
304139;6;1509300;0.346153846
304141;6;1582875;0.334615385
304151;2;7634250;0.326923077
304171;5;576000;0.35
304174;8;1800000;0.761538462
304175;9;5478840;0.388461538
304495;22;4610400;1.276923077
304903;11;120000;0.557692308
304908;6;120000;0.426923077
304910;12;120000;0.788461538
304912;5;120000;0.288461538
304914;5;120000;0.303846154
304916;14;600000;1.026923077
304920;4;204000;0.303846154
304923;16;198000;1.05
304924;6;320000;0.334615385
304925;5;304000;0.323076923
304927;18;304000;1.019230769
304928;2;320000;0.292307692
304929;3;78125;0.273076923
304931;14;475000;0.976923077
304935;9;368000;0.646153846
304937;9;352000;0.35
304938;30;654500;1.596153846
304939;20;1584000;0.919230769
304983;29;126000;2.057692308
304984;48;344250;2.934615385
305059;6;140800;0.342307692
305539;6;8963250;0.642307692
305541;20;8934750;1.434615385
305542;77;96148;7.692307692
305698;21;1645000;1.534615385
305858;3;2632000;0.461538462
305903;11;1942500;0.819230769
305910;16;703125;1.257692308
308976;19;153125;1.223076923
312139;9;2400000;0.815384615
312361;142;2204000;9.803846154
312363;77;2850000;4.2
312365;7;6000000;0.388461538
312371;53;1144800;3.473076923
312373;34;3180000;2.046153846
314145;9;10014280;0.369230769
314146;19;10319985;1.065384615
314147;24;8379000;1.184615385
314148;9;17640000;0.865384615
314149;11;15458590;1.153846154
315673;26;263670;1.996153846
315730;8;2232000;0.307692308
315731;7;1836800;0.419230769
315733;9;2480000;0.380769231
315938;9;1584000;1.415384615
315939;22;1565600;1.234615385
315940;10;1824480;0.346153846
331618;11;1614375;0.765384615
331619;6;2437500;0.753846154
331620;5;1554000;0.388461538
332066;12;708400;0.684615385
332067;6;815100;0.411538462
332069;7;1430784;0.519230769
332070;25;1396533;1.353846154
332071;12;1282500;0.942307692
332073;22;1522384;1.630769231
332074;18;1282500;1.2
332076;9;1596000;1.030769231
335506;13;2280000;1.103846154
335507;8;1963500;0.388461538
335673;1;2079000;0.280769231
335674;7;1935000;0.326923077
335675;9;1263500;0.465384615
335676;14;2444000;0.634615385
335678;7;4417875;0.380769231
335680;10;2904000;0.35
335681;11;3600000;0.434615385
335684;10;2652000;0.330769231
335688;6;3876600;0.280769231
336548;245;80500;12.28076923
336549;282;90625;15.62307692
336550;41;82500;2.180769231
336551;238;93750;13.73076923
336552;7;130500;0.465384615
336553;9;293625;0.473076923
336554;6;293625;0.284615385
336645;8;619500;0.426923077
337111;103;225000;7.080769231
337295;6;37740000;0.942307692
337378;21;200000;1.415384615
337812;12;962500;0.992307692
337919;7;42688;0.676923077
338711;18;1008000;0.853846154
339782;16;600600;1.688461538
339786;5;1528416;0.346153846
340228;5;2940000;0.446153846
340230;38;3131100;1.996153846
340231;39;3087000;1.503846154
340232;106;3360000;5.007692308
340233;9;3087000;0.346153846
340234;13;3131100;0.792307692
341429;15;336000;1.323076923
341529;5;8000;1.173076923
355409;12;521520;0.665384615
355410;22;320000;1.365384615
360055;14;1036000;1.4
360485;8;1050000;0.611538462
360486;31;1193500;1.957692308
361581;12;13338000;0.973076923
361908;12;7128000;0.853846154
362096;13;1368000;1.357692308
365813;10;3696550;0.707692308
365814;33;3390660;2.265384615
365944;26;14742000;1.830769231
366126;10;2500;0.738461538
368742;14;3987625;0.630769231
369097;9;165888;0.534615385
369624;17;2214072;1.280769231
369626;10;2059980;1.276923077
369627;6;2021760;0.646153846
369638;20;6895824;0.957692308
369639;36;7482000;1.623076923
369640;16;9443850;0.880769231
369641;26;7670000;1.211538462
369643;13;7239309;1.923076923
369644;4;791685;0.330769231
369646;6;1377000;0.596153846
369649;7;4395300;0.434615385
369655;25;5342400;1.338461538
369656;21;1497088;1.269230769
369657;15;720000;0.453846154
369658;61;2620800;3.134615385
369659;28;5398830;2.273076923
369660;7;4144000;0.273076923
369664;2;3511300;0.407692308
369668;10;3996000;0.446153846
369675;41;2382600;3.673076923
369676;19;3582000;1.792307692
369685;138;1625000;18.05384615
369686;19;1899240;0.980769231
369698;19;2246244;1.134615385
370598;57;1920000;3.542307692
370774;6;266800;0.423076923
371370;10;7438500;0.753846154
371722;9;333000;0.476923077
372627;15;20235600;1.061538462
373105;14;31600000;1.707692308
373297;11;88000;0.657692308
373330;4;18000;0.353846154
373419;10;725760;1.019230769
375956;43;1009470;3.015384615
375957;22;2154600;1.207692308
375958;10;2135727;0.446153846
375979;14;504000;0.765384615
375980;16;840000;1.311538462
375981;25;504000;1.330769231
375982;68;1638000;5.015384615
376196;7;468000;1.488461538
376894;17;923000;1.738461538
376957;84;777600;5.396153846
376959;28;807300;1.869230769
376961;17;789750;0.896153846
376965;15;1294992;0.8
376967;19;868560;1.173076923
378431;4;1274728;0.361538462
378544;22;1827000;1.642307692
378683;15;5755750;0.680769231
380917;13;58000;0.676923077
380919;47;266800;3.669230769
381401;11;1120000;0.769230769
381402;10;2296800;0.588461538
381403;7;2827500;0.473076923
382390;25;1312500;2.003846154
382520;28;25935000;3.719230769
382941;33;1552500;2.338461538
383048;5;693000;0.365384615
383049;11;1064000;0.688461538
384257;10;904750;0.946153846
385134;3;14543550;0.415384615
385448;9;2122875;0.546153846
385459;13;1607760;1.3
386052;58;39105000;4.992307692
386229;10;3028125;1.538461538
386230;13;2520000;0.919230769
386231;43;13167000;5.015384615
386232;25;12996000;2.453846154
386233;16;13689000;1.242307692
386234;13;13898500;0.434615385
386489;7;20691000;0.442307692
386492;6;50573250;0.738461538
386556;11;2016000;0.646153846
387830;9;19040;0.438461538
388328;15;1012000;0.934615385
388846;4;1701000;0.326923077
388847;6;162500;0.469230769
401261;9;2520000;0.584615385
401263;28;2520000;1.257692308
401266;16;3996000;1.2
405032;280;24122340;16.99615385
405033;40;7032375;2.657692308
405312;24;228000;1.138461538
406473;20;1424500;1.138461538
406929;4;51840;0.592307692
407346;8;13775000;0.876923077
408428;28;1270500;2.796153846
408429;20;690000;1.276923077
409173;5;309750;0.573076923
409174;2;250000;0.353846154
409175;18;190000;1.161538462
409176;64;250000;3.534615385
409177;47;300000;2.773076923
409178;35;350000;2.173076923
409179;28;400000;1.634615385
409180;7;311500;0.530769231
409181;25;550000;1.453846154
409182;9;312375;0.615384615
409187;16;72000;1.1
409188;60;250000;3.326923077
409189;64;300000;3.55
409190;57;350000;3.276923077
409191;36;400000;2.134615385
409192;32;550000;1.988461538
409193;14;134775;1.057692308
409196;11;160000;0.669230769
409197;37;275625;2.792307692
409198;51;337500;3.207692308
409199;59;393750;3.323076923
409200;16;356000;1.784615385
409201;45;618750;2.407692308
409202;27;675000;1.507692308
409205;36;281250;2.065384615
409206;49;337500;3.369230769
409207;52;371250;4.05
409209;47;618750;3.069230769
409210;10;238000;0.880769231
409211;13;281250;1.161538462
409212;18;393750;1.030769231
409213;5;432000;0.396153846
409214;20;281250;1.557692308
409215;47;337500;2.55
409216;52;393750;3.423076923
409217;47;618750;3.126923077
409218;19;675000;1.038461538
409279;21;22572000;1.603846154
409303;11;23166000;1.015384615
409413;6;1192500;0.442307692
410118;15;1424500;0.876923077
410119;13;1463000;1.207692308
410121;5;2072000;0.346153846
410338;13;1592500;1.796153846
